gene_id,185_026_T0,185_128_T0,185_037_T0,185_057_T0,185_071_T0,185_107_T0,185_184_T0,185_194_T0,PIM046_A1,PIM046_A2,PIM046_A3,PIM056_A1,PIM056_A2,PIM056_A3,185_002_T0,185_002_X0_P3,185_006_T0,185_006_X0_P3,185_014_T0,185_014_X0_P3,185_026_X0_P3,185_071_X0_P3,185_128_X0_P3,185_129_X0_P3,185_198_X0_P3,185_037_X0_P3,185_049_X0_P3,185_107_X0_P3,185_184_X0_P3,185_194_X0_P3
CDC45,65.35,78.72,14.43,53.05,4.3,42.36,11.39,21.09,18.76,26.21,24.75,30.94,30.57,29.05,30,40.4,25.41,25.42,9.32,24.35,55.61,16.87,38.44,104.6,48.56,20.7,31.64,20.66,18.81,25.23
CDC5L,77.48,107.97,69.96,86.25,78.46,107.02,88.3,71.25,15.68,30.09,28.68,28.88,29.26,31.63,54.2,52.67,37.3,32.54,32.35,44.09,23.3,53.73,117.3,144.63,165.93,64.96,72.76,91.88,60.76,98.2
CDC6,62.21,61,43.9,64.18,24.66,78.14,35.85,82.35,18.86,28.98,29.96,29.08,28.69,26.19,27.94,25.99,20.69,26.6,10.14,20.72,26.49,25.08,26.12,99.95,114.96,25,24.93,27.58,36.99,47.91
CDC7,29.6,50.22,18.22,29.18,15.66,44.73,14.91,35.02,9.69,18.21,16.78,11.98,12.68,12.58,14.53,13.75,11.4,9.25,7.9,25.75,16.18,13.93,22.09,98.9,75.86,10.61,9.18,17.64,10.27,25.83
CDC73,58.53,87.92,77.05,81.08,49.41,100.21,152.78,87.84,5.47,9.74,10.47,25.09,39.56,29.94,25.5,21.75,26.72,21.43,20.66,23.62,10.77,32.74,76.69,60.36,130.78,70.04,60.91,49.25,112.51,108.96
CDCA2,18.75,29.66,13.74,24.91,15.67,71.51,13.99,135.71,4.25,7.47,7.89,17.7,19.32,16.43,32.44,39.2,16.51,13.08,19.99,28.33,12.06,43.38,15.07,77.95,76.93,11.06,19.34,41.18,39.39,158.89
CDCA3,39.96,77,39.9,73.93,7.21,34.19,14.72,68.67,21.66,26.6,24.75,33.55,27.58,31.61,16.78,29.38,54.24,60.33,11.03,29.21,25.01,13,38.33,48.07,39.64,35.44,23.91,46.17,17.34,45.29
CDCA4,11.07,46.96,23.47,23.38,14.8,24.68,5.61,20.93,21.72,27.48,27.92,38.77,37.02,38.8,33.53,42.5,73.62,86.43,26.71,33.21,16.7,17.88,37.33,14.14,71.98,22.69,11.76,30.48,8.58,17.47
CDCA5,4.96,6.62,3.33,13.54,1.04,6.85,2.05,6.28,43.72,52.59,56.29,78.16,71.3,73.65,27.05,29.03,44.71,29.3,21.38,38.5,51.58,5.36,8.7,15.86,8.37,2.22,1.27,6.5,1.99,3.56
CDCA7,67.7,47.77,63.63,171.69,15.75,143.13,44.8,82.16,18.08,31.8,27.32,40.59,44.59,46.04,50.08,32.95,80.08,68.93,6.06,11.39,30.18,4.46,26.18,160.97,81.41,38.68,67.33,96.64,49.78,86.96
CDCA7L,108.9,129.63,31.72,28.69,30.73,55.03,96.4,56.03,12.37,23.44,21.74,63.49,64.79,63.2,21.98,16.32,133.68,120.32,10.14,23.96,41.47,13.47,108.87,248.07,62.51,43.09,34.17,32.16,115.16,95.81
CDCA8,8.32,63.48,3.86,10.71,4.15,15.84,5.75,13.57,16.62,29.03,28.94,41.54,42.37,39.52,32.3,43.05,107.69,100.89,18.22,36.88,31.03,8.77,8.65,29.85,17.46,9.44,8.05,42.07,6.65,10.09
CDCP1,71.46,110.3,53.11,46.22,106.69,96.14,126.3,83.09,7.2,9.31,9.04,28.98,33.25,30.82,21.16,10.11,107.41,132.51,65.35,65.56,54.58,150.94,29.05,38.16,169.41,78.28,29.89,66.18,90.38,157.06
CDCP2,0.39,0,0.62,0.23,0.03,3.32,0.68,0.39,0.07,0.08,0.04,0,0,0,0.06,0,0,0.04,0,0.06,0,0,0,0,0.05,0.31,1.95,9.32,1.11,4.89
CDH1,158.33,68.08,271.86,111.29,576.26,113.02,183.49,146.48,131.98,191.89,207.87,274.93,235.89,276.35,399.35,373.87,231.84,170.71,343.92,528.88,274.94,807.51,44.75,83.17,416.24,326.6,201.99,195.28,139.02,295.68
CDH10,0,0.02,0.61,0.34,0.35,2.61,2.9,1.94,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,782.34,0.1,78.57,0,2.96,3.27,10.28,6.36,1.27
CDH11,46.32,43.38,44.37,70.84,204.44,35.14,70.44,32.1,1.53,1.44,3.2,2.81,6.89,4.95,104.16,55.09,24.41,0.03,155.97,5.48,0.12,0.29,0.01,0.09,16.22,0.37,3.29,3.02,1.94,1.25
CDH12,11.8,0.97,5.79,4.57,3.51,18.41,6.55,2.34,0.12,0.21,0.19,0,0,0,0.09,0.88,0,0,0.22,1.94,2.73,25.08,1.79,418.62,4.62,18.51,28.83,56.32,31.48,9.71
CDH13,23.65,19.24,17.7,15.03,27.23,12.59,14.42,12.73,0.02,0.03,0.07,0.44,0.82,0.75,12.2,0.39,5.37,2.63,32.53,4.17,0.03,8.25,0.1,2.08,1.19,1.08,2.32,4.47,1.53,0.77
CDH15,0.65,0.09,0.25,0,0.02,0.09,0.04,0.11,0.07,0,0.04,0.03,0.04,0.04,0.36,0.43,0.14,0,1.76,2.68,0.53,0.14,0,0,0,0.16,0.4,0.19,0.17,0.09
CDH16,0,0,0.05,0.06,0.05,0.54,0.02,0.02,0.04,0.04,0,0.7,2.14,0.82,0,0,0,0,0.03,0,0.09,0,0,11.92,0.04,0.12,0.1,0.94,0.09,0.34
CDH17,0.15,0.08,2.66,0.98,0.55,1,0.89,0.35,0,0.01,0.01,0,0,0,0.34,0.61,0.05,0,0.16,0,0,0.24,0,120,0.03,1.09,2.67,3.99,3.23,1.19
CDH18,0.08,0.05,0.36,0.17,0.09,1.29,0.24,0.18,0.19,0.23,0.15,0,0,0,0.02,0,0,0,0,0,0,2.27,0.22,1.23,0.04,0.82,1.1,7.13,1.1,0.67
CDH19,15.28,19.79,0.19,20.99,0.11,16.5,1.4,1.3,0.16,0.39,0.42,0.05,0.01,0.05,3.66,7.91,0,0.01,38.94,21.54,5.42,0.07,6.87,0.03,1.56,0.82,1.55,2.97,14.99,1.95
CDH2,4.29,10.85,3.45,7.44,15.73,7.17,8.83,8.69,1.93,1.31,2.69,5.75,7.2,5.32,3.86,1.84,1.22,0.27,15.28,0.97,0.06,0.6,1.88,616.82,7.52,2.26,8.67,9.55,1.92,5.27
CDH20,0,0.13,0.25,0.43,0.11,0.76,0.38,0.29,0.03,0,0.02,0.02,0,0,0.09,0.07,0,0,0.4,0,0,0.13,0.4,0,0,0.89,1.89,2.32,0.94,0.5
CDH22,0.09,0.03,0.13,3.41,0.02,0.42,0.25,0.07,0,0,0,0.71,0.58,0.53,0.09,0.1,0,0,0.06,0.22,1.65,0,0.02,6.89,0,0.1,0.24,0.77,0.06,0.15
CDH23,3.84,2.04,3.33,3.57,5.24,5.69,2.47,1.97,0,0.06,0.01,0.15,0.3,0.14,22.57,17,1.24,1.83,21.91,10.2,0.25,5.03,0.2,35.14,2.76,2.23,2.43,4,4.74,3.15
CDH24,4.35,4.87,0.98,1.35,2.42,0.92,1.17,1.26,4.61,6.14,5.5,6.52,5.64,5.45,7.43,6.48,11.05,13.63,12.12,12.02,13.72,3.19,0.96,12.51,1.73,1.39,0.69,1.99,1.24,1.43
CDH26,1.74,1.28,0.48,1.5,2.14,1.44,3.33,0.49,0.51,0.59,0.69,0.11,0.14,0.11,0.31,0.24,0.21,0.04,0.42,0.8,0.3,5.49,0.12,1.19,0.91,1.63,0.93,1.93,2.5,0.87
CDH3,99.51,140.11,45.3,97.78,135.26,72.75,43.38,32.63,156.83,201.86,227.86,482.45,483.55,454.73,458.32,346.25,54.96,56.78,295.12,272.06,31.3,24.24,8.84,2.12,93.41,93.13,25.69,70.02,31.49,121.88
CDH4,0.23,0.34,0.57,0.56,0.14,0.66,11.85,0.07,0,0.03,0.08,0,0.01,0,11.79,4.29,0.51,0,8.86,58.06,0,0.02,0,0.12,0,0.15,0.95,1.19,4.43,0.47
CDH5,24.07,16.82,8.76,11.7,20.88,8.17,15.35,4.43,1.12,1.67,2.11,4.31,5.72,4.08,22.58,19.03,17.38,0,42.72,12.5,0.33,0,0,0,0.21,3.77,0.46,2.04,0.79,0.64
CDH6,2.72,2.07,2.21,0.87,3.23,2.88,2.25,1.18,0.03,0.08,0.07,0,0,0,2.88,0,1.34,0,4,0.01,0,0.03,0,0.46,0,0.19,1.19,4.85,1.08,0.26
CDH7,0,2.3,0.57,0.41,0.02,1.05,0.24,0.29,0.06,0.08,0.09,0,0.03,0,0,0,0.05,0.11,0,0,0,0,0.62,4.71,0.03,3.92,5.1,6.47,4.05,1.06
CDH8,0.07,0.82,1.56,0.62,0.68,0.89,0.17,0.5,0.02,0.03,0.03,0,0,0,0.56,0,0.1,0,0.87,0,0.6,0,0.14,16.15,0.02,1.17,3.15,2.45,1.82,0.86
CDH9,0,0.06,0.74,0.03,0,2.4,0.06,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,46.4,0,2,5.19,11.67,5.21,1.42
CDHR1,1.53,1.21,1.3,3.02,2.73,2.17,0.62,0.73,0,0.02,0.04,0.58,0.43,0.13,8.05,29.02,0.2,0.05,0.69,0.82,0,0,0.01,7.66,0.01,0.26,1.53,2.05,6.4,1.77
CDHR2,0.13,0.23,0.06,0.01,0.05,0.16,0.13,0.28,0.08,0.15,0.11,0.24,0.24,0.25,0.25,0.11,0.02,0,0.04,0.08,0.03,0.1,0.89,29.56,0.05,0.09,0.65,0.93,0.44,1.12
CDHR3,0.75,1.13,0.58,0.7,2.01,1.67,0.37,0.96,0.28,0.35,0.28,0.18,0.08,0.14,1.14,0.65,0.42,0.16,0.36,0.93,0.16,1.95,0.63,54.63,0.09,0.23,1.19,2.6,0.81,1.08
CDHR4,0,0.23,0.24,0.04,1.42,0.51,0.25,0.17,0,0,0.03,0,0,0,0.05,0,0,0,0.24,0.18,0,0.12,0,0.31,0.04,0.02,0.18,0.45,0.3,0.1
CDHR5,0.26,0.15,0.07,0,0.04,0.43,0.38,0.18,0.01,0.02,0.03,0.21,0.52,0.2,0,0.03,0.03,0,0.05,0.08,0,0,0.1,32.33,0.07,0.76,1.28,1.98,0.18,0.96
CDIP1,7.97,17.64,1.79,6.01,5.94,4.72,3.92,4.92,5.04,6.95,7.14,12.38,13.2,14.7,36.84,42,17.48,4.38,41.88,36.83,4.72,16.1,6.45,11.81,1.7,0.92,4.26,3.91,4.05,2.7
CDIPT,68.47,76.83,48.71,16.27,28.55,19.69,21.88,25.76,75.42,82.43,81.57,106.58,89.61,94.83,103.09,145.17,57.75,47.56,85.48,59.17,144.12,51.66,13.53,28.78,16.66,44.62,13.43,13.01,18.11,14.74
CDK1,33.44,54.75,49.82,31.2,12.25,99.14,13.47,32.25,70.04,104.06,101.42,206.04,232.92,206.42,79.91,74.86,82.05,106.14,25.63,55.98,90.27,14.97,60.98,60.16,99.3,38.39,40.11,87.36,32.49,48.37
CDK10,92.58,88.51,11.23,6.15,17.77,6.32,16.52,12.12,43.37,41.41,38.59,59.18,52.98,51.85,52.06,54.6,52.46,42.64,38.81,42.93,20.13,56.88,12.32,55.77,19.24,27.91,4.83,20.08,20.99,16.01
CDK11A,48.81,48.04,28.16,42.52,53.69,27.72,36.61,22.47,3.73,5.5,4.85,6.67,6.59,6.5,8.88,7.41,19.65,11.65,15.25,12.01,8.62,26.98,165.11,61.01,38.7,44.71,19.54,39.65,27.41,70.59
CDK11B,147.02,120.4,65.48,85.99,106.45,60.1,89.64,82.17,9.03,12.68,10.65,35.15,35.9,35.88,24.06,26.77,45.44,35.86,31.48,27.29,30.14,94.47,90.88,126.2,56.68,56.2,25.56,52.99,42.61,110.61
CDK12,67.15,46.19,40.42,34.42,58.94,36.04,63.71,32.46,4.42,11.54,10.18,14.99,14.51,15.93,25.29,26.88,32.27,25.39,26.08,23.6,28.03,84.29,24.39,94.66,105.89,35.06,42.55,45.28,66.34,68.07
CDK13,30.54,45.55,49.18,20.24,42.85,41.22,31.34,16.3,10.87,21.71,21.23,29.56,29.71,30.42,39.01,33.78,38.66,26.25,31.17,36.88,24.12,42.74,33.34,102.25,79.61,60.03,42.93,55.79,38.29,45.52
CDK14,13.16,20.08,12.68,4,20.37,9.14,18.55,18.86,1.95,2.09,3.15,4.9,5.25,4.98,18.4,15.31,9.9,17.7,27.36,14,0.51,5.95,5.46,31.58,68.42,13.48,6.29,11.68,11.53,25.9
CDK15,0.08,0.32,0.03,0.11,0.84,0.16,0.11,0.23,0.03,0.05,0,0.15,0.15,0.15,0.66,0.08,0.11,0,1.23,0,0.03,0,0.03,0,0,0.21,0.95,0.12,0.33,1.29
CDK16,115.77,207.83,104.79,84.33,80.4,99.29,97.96,190.69,44.67,58.36,57.25,101.25,101.53,102.43,222.36,227.18,82.24,83.54,123.79,187.1,93.03,80.89,65.44,129.8,83.39,99.68,68.37,114.24,113.05,155.55
CDK17,38.01,31.58,25.98,206.5,48.47,26.85,25.86,27.69,2.84,6.7,6.31,9.19,12.28,12.02,12.65,9.73,9.9,3.56,18.73,10.24,11.1,38.24,20.1,54.46,56.05,16.96,44.28,29.33,19.45,29.03
CDK18,23.73,27.35,2.5,8.65,2.54,3.54,8.31,6.68,3.2,6.12,5.22,8.33,8.96,10.02,20.22,11.17,47.85,67.46,40.83,49.56,52.78,3.15,17.59,4.43,1.03,6.77,3.64,6.59,14.45,10.34
CDK19,39.5,32.09,22.77,20.37,30.08,30.29,40.96,28.32,8.24,17.67,16.71,15.27,16.09,17.34,40.85,32.36,28.6,23.72,10.8,10.02,11.46,20.12,18.22,23.2,76.47,14.42,79.01,46.12,17.54,28.02
CDK2,29.65,58.57,44.34,41.14,35.63,34.47,27.45,30.75,32.88,50.32,50.68,43.14,40.32,41.45,74.32,80.05,59.56,70.63,33.08,42.06,37.11,37.55,38.49,49.81,36.05,41.33,42.56,53.53,27.79,40.85
CDK20,4.06,9.03,1.47,0.46,5.48,2.64,5.56,9.89,8.23,11.54,9.14,4.4,4.48,5.03,7.94,9.1,9.13,7.9,7.22,10.24,4.72,8.43,2.11,8.13,2.78,3.61,4.11,4.15,7.37,7.77
CDK2AP1,77.26,212.06,225.69,121.2,47.14,114.46,120.12,126.17,368.19,506.18,523.42,773.03,838.05,754.94,664.82,1032.15,176.4,273.72,341.95,461.82,233.63,83.11,172.85,58.35,175.62,245.38,151.3,149.65,132.65,163.46
CDK2AP2,310.77,111.48,691.32,164.33,166.87,121.87,85.48,85.52,58.8,59.36,52.93,162.71,140.28,142.14,43.77,36.11,37.96,22.46,123.31,137.74,151.62,155.44,10.87,72.74,80.46,384.48,50.48,98.71,66.88,47.64
CDK3,8.62,7.55,0.88,0.3,1.04,0.31,1.15,1.02,15.19,17.43,13.39,8.61,7.48,9.2,9.5,9.61,7.92,4.75,14.22,13.15,9.19,3.75,1.76,3.67,2.7,0.39,0.77,1.12,4.35,1.79
CDK4,59.39,137.76,114.17,847.64,85.92,156.03,135.83,119.77,102.41,116.33,120.93,93.09,86.13,85.27,252.62,305.7,115.99,115.15,81.53,94.62,62.39,74.65,43.7,197.44,83.67,110.73,159.12,49.87,151.16,162.64
CDK5,39.26,58.49,21.67,11.88,10.08,15.51,17.92,47.44,71.2,67.62,70.02,43.24,38.19,44.83,17.9,17.9,33.48,24.99,23.35,26.81,33.3,18.41,10.51,27.34,14.39,22.46,1.38,11.19,10.58,22.77
CDK5R1,6.82,10.66,3.07,2.31,3.54,3.03,6.77,5.99,1.21,1.78,1.59,3.01,4.16,3.55,4.27,4,5.65,2.92,4.66,2.06,2.39,2.34,3.85,32.22,9.3,2.83,11.34,2.27,3.12,8.45
CDK5R2,0,0,0.78,0.48,0,0.21,0.88,0.57,0.03,0,0,0.07,0.1,0.09,1.15,1.37,0,0,0.03,0.04,2.3,0,0,85.31,0.08,1.52,3.23,1.77,1.43,2.41
CDK5RAP1,58.96,62.11,25.34,32.24,30.68,20.97,26.49,27.49,21.14,30.39,28.54,29.09,26.01,26.32,11.59,11.87,16.45,14.17,20.34,19.95,29.43,75.1,28.91,98.03,52.1,31.92,21.14,27.47,24.62,33.83
CDK5RAP2,87.05,59.45,69.95,46.1,66.49,72.31,70.33,60.96,13.73,23.2,20.82,18.07,17.3,17.26,23.95,34.96,45.79,37.99,23.15,27.27,33.26,54.34,92.94,95.08,229.23,82.19,36.56,82.13,74.24,182.94
CDK5RAP3,228.2,214.01,236.28,104.92,244.29,144.97,471.71,216.59,63.89,86.44,69.92,132.66,124.77,118.62,171.19,168.58,120.84,79.72,105.89,88.21,63.32,282.63,168.34,382.06,129.22,235.66,151.82,131.2,317.12,353.24
CDK6,14.24,11.52,12.49,10.02,15.81,27.31,32.09,8.71,5.27,8.73,8.9,40.52,38.37,48.28,37.66,32.87,11.89,38.93,35.39,48.69,25.21,14.89,27.08,1.9,73.71,10.92,107.05,15.24,19.64,15.43
CDK7,131.45,199.4,328.03,168.85,306.56,245.32,202.98,338.6,43.6,48.94,49.72,65.17,70.49,66.53,25.74,16.69,26.64,16.96,19.12,17.35,10.09,361.25,305.88,103.73,220.95,92.16,89.71,188.19,185.22,133.87
CDK8,29.89,175.68,55.5,34.64,66.52,58.49,53.65,43.47,13.86,22.58,22.66,27.25,31.04,31.18,19.51,16.22,30.79,23.33,15.08,12.58,22.56,43.95,134.33,40.49,94.39,31.23,34.1,40.5,33.83,48.23
CDK9,22.49,17.04,12.82,12.26,24.93,10.45,17.71,13.16,37.91,48.51,51.25,44.24,50.02,47.38,33.25,33.91,41.09,38.9,44,32.29,30.36,25.62,17.77,20.67,7.89,12.9,4.1,9.51,17.42,7.65
CDKAL1,22.72,60.63,27.28,27.99,34.34,23.35,53.3,32.89,5.7,10.44,9.58,15.01,14.44,17.05,78.03,111.77,34.4,26.56,12.09,17.88,10.93,14.93,25.97,215.74,65.03,16.81,34.57,18.92,47.96,51.76
CDKL1,22.27,33.7,5.33,8.62,20.56,20.43,11.82,11.43,0.78,1.6,1.53,0.6,0.62,0.46,3.61,3.73,10.57,10.4,5.55,6.97,3.75,2.32,12.69,7.12,15.33,4.57,6.22,15.31,6.6,22.82
CDKL2,0.85,0.37,0.16,0.54,2.04,0.98,23.63,2.04,0.27,0.37,0.53,0,0.01,0,0,0.02,0,0,0.41,1.13,0.07,7.24,0.16,16.86,1,0.91,3.64,5.22,15.58,6.85
CDKL3,1.08,6.37,1.46,3.75,8.17,2.59,2.88,1.55,1.66,1.86,1.64,1.13,1.44,0.63,1.75,0.78,0.69,1.36,1.1,1.42,0.73,9.26,4.77,2.53,3.22,2.43,7.63,7.5,3.97,5.65
CDKL4,1.36,1.61,0.53,0.23,0.77,1.03,1.18,2.83,0.03,0.04,0,0,0.06,0.04,0.11,0.63,0.27,0.57,0.55,0.51,0.45,0.83,0.44,2.36,1.1,2.08,4.23,2.26,2.97,2.8
CDKL5,53.09,73.27,145.78,36.23,51.76,46.37,111.81,32.73,0.73,1.71,1.49,2.66,2.64,3.14,11.04,8.48,10.27,7.3,21.7,12.6,1.42,57.79,38.95,41.66,186.17,242.04,422.02,75.75,33.33,54.33
CDKN1A,34.72,46.6,32.33,14.26,79.9,9.74,39.42,20.63,11.48,14.1,17.81,33.44,36.76,41.77,73.83,32.03,28.83,11.23,137.08,43.64,1.39,216.77,1.56,34.33,1.91,16.99,20.8,10.51,18.96,5.61
CDKN1B,160.36,150.35,68.07,240.76,155.47,82.12,136.22,214.91,16.78,26.26,27.03,33.35,30.3,36.35,88.87,94.11,71.57,121.75,35.46,31.15,43.24,107.39,81.27,98.1,47.44,34,74.66,120.02,58.99,176.95
CDKN1C,4.85,15.78,2.04,2.99,7.01,5.37,8.01,5.86,1.31,2.08,1.69,16.49,19.24,14.84,10.03,16.81,18.33,4.59,13.64,7.01,8.96,1.56,13.47,16.49,1.42,0.69,7.04,11.45,3.6,6.23
CDKN2A,19.01,384.45,76.48,189.78,5.84,105.36,30.77,415.76,24.71,12.95,20.64,193.85,166.19,189.75,294.58,400.48,209.47,308.8,9.2,1.27,7.13,0.78,656.27,94.36,22.37,159.07,18.02,162.98,5.64,413.15
CDKN2AIP,14.91,25.73,15.37,17.31,26.28,19.34,24.34,12.86,6.77,10.93,10.79,8.01,10.1,10.11,9.41,9.83,8.19,9.16,12.2,13.52,2.46,25.08,10.25,67.41,19.17,11.87,16.05,27.69,15.65,8.06
CDKN2AIPNL,19.33,35.18,18.25,18.99,14.42,8.21,7.7,14.49,16.63,14.15,15.45,33.04,31.84,33.18,18.34,25.96,25.37,16.68,37.9,49.63,32.47,19.9,16.87,36.94,12.19,24.49,20.13,13.2,14.21,12.76
CDKN2B,2.5,17.92,3.27,3.12,1.22,1.42,3.68,7.75,4.93,4.06,7.1,22.82,23.08,30.24,10.44,6.66,9.71,5.88,34.51,16.97,0.45,0,1.21,1.24,0.77,2.15,1.16,6.39,0.43,5.62
CDKN2C,19.54,66.94,9.25,22.21,12.95,21.55,8.12,21.15,55.12,83.61,78.3,38.21,36.7,33.61,20.28,24.35,39.54,58.7,43.59,87.66,19.29,18.71,62.01,135.59,16.85,14.06,15.2,32.33,9.07,22.31
CDKN2D,10.38,17.03,3.58,1,0.62,2.81,2.77,4.44,54.7,60.64,61.42,26.25,31.99,22.33,33.97,39.59,24.83,16.67,13.31,9.64,17.46,7.24,8.79,13.15,11.22,3.76,1.8,2.4,4.35,4.2
CDKN3,83.35,99.14,72.25,170.12,39.01,124.71,20.5,84.82,162,176.52,169.73,115.46,127.42,107.97,30.94,35.26,37.24,41.28,19.9,57.07,40.48,21.74,273.27,68.37,154.77,25.34,25.1,49.95,29.53,33.74
CDNF,58.14,7.73,0.79,3.32,3.59,1.34,5.41,5.65,3.07,5.24,5.27,1.28,0.84,1.24,1.43,2.36,1.18,0.9,0.63,3.09,12.51,6.01,1.02,6.39,3.34,1.72,8.54,5.16,5.06,9.61
CDO1,4.55,60.07,1.89,6.31,11.24,1.26,21.17,1.19,0.09,0.18,0.36,0,0,0,0.97,0.09,0.81,0.19,13.56,49.07,0,0,34.76,0.27,0.73,0.11,0.32,1,0.11,0.16
CDON,6.01,7.87,9.04,7.43,9.76,3.78,5.5,5.43,2.13,3.94,4.01,4.57,4.2,4.65,19.49,32.16,3.9,2.01,7.42,4.61,3.76,12.39,2.4,29.26,33.86,12.34,5.43,10.24,3.05,9.48
CDPF1,16.27,14.07,0.93,0.18,0.87,0.66,0.48,4.29,9.09,8.62,8.08,5.12,5.84,6.1,20.34,16.18,8.48,10.92,10.53,10.47,21.87,0.22,10.59,1.83,0.5,0.57,1.13,0.39,1.33,3.79
CDR1,90.2,174.73,3108.27,376.64,644.31,168.37,795.77,1560.36,0,0,0,0,0,0,0.2,0.08,0,0.06,0.07,0,0,15.56,68.38,429.95,41.47,2937.52,1538.09,77.9,106.04,1865.76
CDR2,61.64,64.9,60.18,41.2,91.41,48.25,42.52,65.46,15.79,25.71,24.89,43.81,45.17,41.11,47.3,38.47,32.14,25.15,35.81,31.46,24.99,133.45,38.77,27.26,121.57,59.46,72.05,40.26,34.06,58.5
CDR2L,27.8,30.85,22.84,4.53,14.98,9.4,15.28,6.41,23.54,32.35,33.29,79.67,64.76,71.26,24.16,19.55,37.99,62.63,40.35,29.92,36.36,21.19,18.59,37.41,23.49,23.41,4.04,9.31,10.59,9.98
CDRT1,8.07,8.92,13.22,2.92,8.4,7.5,1.74,5.32,0.33,0.39,0.36,2.53,2.21,2.35,0.08,0.17,0.4,0.27,0.79,0.82,0.95,32.24,17.99,3.96,11.66,14.95,7.52,19.8,6.79,18.06
CDRT15,1.14,1.25,9.99,2.48,2.94,14.19,1.78,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.18,7.41,0.39,6.11,1.24,6.9,3.91,5.59
CDRT15L2,0,0,1.46,0,0,6.93,2.75,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,2.24,3.61,4.15,1.75,2.88
CDRT4,0,0,0,0,0,0.1,0,0,2.34,0,0,0,0,0,0,0,9.16,13.73,0,0.8,0.73,0,0,0,0,0.07,0,1.46,0,0
CDS1,9.74,15.45,11.82,4.41,17.02,11.2,13.09,12.55,47.91,72.76,75.46,21.04,21.76,20.43,12.98,14.79,16.01,30.85,11.05,15.87,18.55,33.88,9.72,2.49,23.55,7.87,5.59,13.08,8.33,19.26
CDS2,16.58,15.79,17.58,8.21,19.27,11.04,11.24,11.63,5.14,7.11,7.21,13.63,14.09,13.17,14.44,12.31,14.64,14.53,33.05,40.62,28.69,21.13,6.32,23.27,20.92,14.01,7.57,8.61,10.24,12.78
CDSN,0.29,6.38,2.25,0.93,17.21,6.13,3.26,16.5,0.08,0.11,0.11,0.27,0.33,0.48,0.13,0.11,0,0,35.73,3.42,0,15.37,4.6,0.41,0.9,2.39,2.64,15.45,1.84,30.72
CDT1,22.85,25.76,2.44,3.23,2.48,3.88,3.1,5.48,13.82,16.61,16.37,34.48,28.73,30.66,51.41,60.3,51.65,56.01,20.2,36.42,38.57,5.5,4.07,13.35,7.21,4.97,1.52,9.78,4.28,4.97
CDV3,140.99,108.94,129.66,180.69,178.29,272.12,193.65,196.43,31.9,55.4,53.04,121.19,135.99,128.63,279.23,212.4,150.79,210.45,117.37,89.87,116.42,65.12,69.4,104,135.84,24.06,131.79,104.39,96.83,193.23
CDX1,0,0.07,0.27,0,0.08,0.7,0.04,0.43,0,0,0.05,0,0,0,0.27,0,0.12,0,1.7,0,0,0,0,0,0,0.05,0.31,0.33,0,0.44
CDX2,0,0.27,0.62,0.04,0,1.09,0.72,0.18,0,0,0,0,0,0.03,0,0,2.25,0.79,0.07,0.52,0,0,3.24,33.4,0,1.22,10.76,5.02,5.08,2.93
CDX4,0,0,0.44,0.34,0,0.18,0.25,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,1.1,4.17,0.87,3.36
CDY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0.03,0.03
CDY1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0.03,0.03
CDY2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
CDY2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
CDYL,88.37,128.52,141.01,75.94,96.34,78.4,75.88,70.08,25.75,48.18,45.9,33.84,38.47,36.71,22.58,15.23,36.52,28.38,25.19,18.3,14.53,81.28,88.45,110.1,208.51,79.68,95.62,87.06,70.69,96.03
CDYL2,1.31,0.84,3.44,2.87,7.7,1.49,1.26,0.32,0.23,0.25,0.35,10.78,12.9,10.65,2.95,1.05,3.53,1.73,7.25,2.11,0.08,6.23,0,0.76,0,1.47,0.67,1.12,0.5,0.58
CEACAM1,858.42,55.26,529.6,52.78,61.49,131.83,153.83,9.58,6.56,8.69,8.53,1.32,1.84,1.44,67.45,57.77,4.22,6.83,37.52,39.89,90.51,41.01,7.86,48.91,509.75,475.72,54.8,62.31,114.43,33.69
CEACAM16,0,0.04,0.12,0,0,0.33,0.04,1.4,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.19,0,0,0,0.76,0.76,1.71,0,0.77
CEACAM18,0,0,0.83,0.15,1.33,9.63,1.32,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,7.07,13.07,8.02,6.52
