gene_id,PIM046_A3,PIM056_A3,PIM242,PIM014,PIM077,PIM137,PIM254,PIM040,PIM053,PIM091,PIM262,PIM068,PIM163,PIM010,PIM025,PIM164
MCHR2,0.02,0,1.54,0,,4.22,0.71,0,0.48,0,0.1,1.43,0,0.23,0.1,0.51
MCIDAS,0,0,0.36,6.42,,1.48,1.25,0.52,0.52,1.04,0.88,0.86,0,0.28,0.7,2.51
MCL1,198.98,179.71,244.01,237.45,,218.47,215,77.68,70.92,99.3,109.03,234.77,56.81,128.62,120.96,89.69
MCM10,12.13,19.43,22.8,17.55,,20.08,37.55,58.32,22.95,8.19,52.78,26.2,31.28,14.96,11.93,23.52
MCM2,22.51,47.73,7.16,240.17,,16.2,13.38,96.03,4.45,6.43,15.6,4.32,10.72,86.71,49.37,38.23
MCM3,98.53,141.09,63.56,175.31,,67.92,138.3,112.89,50,63.05,133.88,49.9,77.65,147.24,88.5,104.9
MCM3AP,12.2,35.33,45.77,67.1,,25.47,52.26,41.02,49.98,47.69,39.67,54.93,130.2,55.95,28.06,85.74
MCM4,27.5,69.28,67.11,258.49,,64.14,110.15,86.45,81.96,60.15,84.35,36.59,234.92,215.83,75.22,90.72
MCM5,42.4,41.95,21.83,126.32,,15.58,25.5,137.08,32.12,23.02,61.64,12.07,14.79,159.42,93.59,119.12
MCM6,32.55,61.24,85.85,130.67,,101.67,116.97,61.43,67.66,40.73,273.93,70.42,60.48,91.6,34.71,171.57
MCM7,194.06,128.81,65.43,309.75,,116.09,74.24,206.76,107.06,32.84,130,45.09,53.71,207.51,154.35,185.54
MCM8,2.99,9.99,50.35,13.63,,55.93,67.51,21.65,84.5,103.44,214.57,72.16,48.95,11.31,15.94,306.44
MCM9,7.39,10.01,21.41,20.31,,33.61,22.19,12.61,9.75,21.86,99.22,44.08,25.81,22.51,7.68,26.89
MCMBP,35.4,62.06,47.97,52.1,,64.69,54.71,44.09,39.67,32.64,81.23,25.23,56.34,39.8,29.77,48.87
MCMDC2,0.18,0.71,7.19,0.27,,5.9,3.44,0.53,4.25,9.87,0.65,6.93,0.54,0.83,1.33,5.95
MCOLN1,15.6,17.9,21.32,18.53,,10,19.1,14.62,20.23,34.95,10.98,5.33,12.11,24.5,8.12,57.99
MCOLN2,0.08,5.12,1.9,0.24,,4.88,8.33,0.61,2.01,5.44,0.52,4.39,17.53,3.46,0.57,2.08
MCOLN3,0.35,0,0.88,2.15,,2.07,8.3,0,0.3,10.85,0.18,0.62,26.13,5.81,3.07,70.07
MCPH1,11.47,6.75,21.32,5.61,,18.9,8.94,8.05,9.82,21.86,11.75,5.95,11.41,9.63,10.47,33.38
MCRIP1,42.12,92.94,4.63,93.04,,4.43,7.51,82.16,0.79,4.41,1.96,1.12,19.95,99.35,117.34,11.64
MCRIP2,45.38,75.9,66.43,32.96,,54.05,39.4,107.98,44.95,116.45,16.47,11.04,28.61,30.8,34.72,60.64
MCRS1,41.4,39.01,19.84,57.75,,30.56,32.09,68.48,29.7,38.31,33.26,23.66,22.24,43.68,33.78,62.1
MCTP1,0.25,0.87,0.36,0.56,,1.41,3.43,0.08,0.27,1.69,0.73,1.05,1.95,0.14,0.02,8.66
MCTP2,0.68,0,7.77,6.2,,4.55,23.84,0.88,0.25,3.43,0,1.9,1.55,6.15,10.65,0.08
MCTS1,5.93,13.75,9.75,3.46,,8.15,4.18,4.77,7.62,15.99,4.98,4.79,18.67,6.61,5.96,12.59
MCU,5.79,44.37,21.29,16.68,,52.09,44.7,8.91,24.26,40.12,84.47,11.03,18.59,24.65,24.48,49.11
MCUB,60.45,55.2,55.14,90.68,,23.57,51.16,15.11,8.86,50.75,56.34,17.27,35.11,53.35,48.69,21.04
MCUR1,49.27,35.58,5.78,27.78,,8.07,15.2,16.63,8.87,8.34,17.98,10.5,41.38,6.95,9.01,18.27
MDC1,5.88,15.53,27.42,32.28,,36.65,53.75,19.74,27.75,15.52,78.36,33.51,22.2,33.16,28.04,128.46
MDFI,2.76,43.7,6.31,129.61,,21.02,8.69,35.03,10.66,2.84,9.81,8.49,77.38,570.63,172.87,4.59
MDFIC,7.4,0.27,5.49,19.68,,4.6,7.66,4.57,1.52,7.69,18.24,5.77,21.03,14.37,17.87,1.04
MDGA1,0.08,0.26,0.57,0,,1.79,1.15,0.01,0.24,2.26,0.16,0.76,0.7,10.99,1.94,7.06
MDGA2,0.94,0.37,2.38,0.68,,6.27,1.84,0.37,17.1,7.88,0.76,1.45,0,0.3,6.5,0.7
MDH1,267,294.46,140.48,204.32,,203.29,292.51,232.29,379.54,207.07,163.93,248.56,685.35,115.9,118.66,304.37
MDH1B,0.51,1.59,5.34,1.48,,1.04,3.14,0.33,1.76,6.96,0.92,3.03,1.33,2.97,0.73,11.34
MDH2,202.2,289.88,229.47,389.4,,285.86,265.72,338.6,207.24,323.95,219.02,128.02,233.21,193.75,271.08,171.17
MDK,266.06,53.83,223.05,1333.83,,658.44,366.37,1840.39,425.43,392.89,389.25,408.99,108.48,814.69,1085.28,136.93
MDM1,5.71,6.99,18.46,10.43,,22.78,25.64,5.82,15.52,31.64,21.08,22.9,9.13,13.21,6.24,64.67
MDM2,11.88,9.44,26.97,35.18,,20.59,38.21,30.84,23.19,66.74,23.57,46.15,23.44,33.69,17.37,34.53
MDM4,2.67,3.87,53.18,28.16,,12.77,26.95,20.34,11.54,20.42,38.51,17.56,20.94,12.87,17.65,50.89
MDN1,4.79,8.3,39.91,23.03,,64.92,122.61,25.17,31.13,18.96,86.26,56.34,29.42,36.15,15.45,50.44
MDP1,31.47,16.33,14.31,4.69,,55.38,20.97,31.05,13.62,40.83,30.48,20.16,68.46,9.49,21.63,169.93
MDS2,0,0,0.41,0.15,,0.61,0.09,0,0.17,0,0,0.29,0,0,0,0
ME1,16.09,49.04,33.09,22.48,,51.35,61.1,3.98,72.57,54.41,69.36,21.59,58.68,33.04,41.63,6.41
ME2,24.16,36.77,32.6,47.49,,26.95,15.6,7.93,38.63,14.57,87.61,55.58,24.46,31.71,20.74,29.72
ME3,1.36,1.18,12.97,5.29,,14.54,9.31,5.38,0.54,5.03,37.9,6.01,1.15,2.9,15.26,32.76
MEA1,137.45,179.86,65.78,125.22,,127.49,138.09,126.17,106.8,138.48,120.45,87.71,203.69,179.03,209.96,285.34
MEAF6,35.26,27.33,7.49,39.99,,26.22,8.73,18.47,10.21,20.97,25.88,12.84,20.59,15.53,14.7,36.2
MECOM,1.82,0.32,3.85,18.44,,12.3,3.18,8.32,1.37,6.22,0.39,4.65,0.04,0.04,3.24,13.27
MECP2,27.31,39.02,25.98,14.96,,27.57,29.62,16.82,4.94,26.33,14.65,15.77,14.45,47.62,66.82,32.49
MECR,22.29,12.08,8,9.11,,5.74,10.94,11.31,7.76,15.06,5.59,2.56,11.69,9.53,23.34,7.38
MED1,24.08,24.51,61.14,24.4,,47.79,85.38,18.56,33.43,73.79,101.15,53.23,15.16,23.06,19.97,86.1
MED10,55.64,23.68,26.42,26.01,,13.94,26.86,41.97,28.08,58.8,18.57,15.38,6.08,126.92,67.44,110.13
MED11,32.93,34.31,61.9,34.49,,38.14,32.86,27.81,50.98,76.32,11.13,5.98,17.02,6.12,20.87,13.1
MED12,6.02,9.66,33.76,15.18,,47.74,35.11,18.25,40.77,49.94,37.13,30.78,27.54,32.29,22.2,86.07
MED12L,0.1,0.02,6.82,1.5,,2.42,1.68,0.08,0.68,1.99,0.05,7.74,0.64,0.39,1.42,16.99
MED13,12.64,31.13,87.27,46.72,,68.52,239.67,36.7,94.21,149.46,227.69,141.99,68.78,44.95,26.26,207.46
MED13L,9.88,26.01,39.26,36.85,,97.89,103.83,8.84,42.15,74.05,93.93,88.82,49.98,64.02,36.73,170.55
MED14,10.68,41.11,141.31,14.94,,317.13,215.86,11,107.95,168.82,166.49,137.74,72.65,37,36.97,288.92
MED14OS,0.05,2.25,0.16,0,,2.12,0.65,0,0.12,0.52,0,0.46,0,0.64,1.18,0.58
MED15,19.21,26.63,32.29,41.3,,29.79,36.4,54.6,66.88,46.49,30.48,21.17,19.63,54.99,43.16,57.73
MED16,10.47,23.61,12.48,29.57,,5.68,6.3,40.96,6.52,29.83,8.21,3.37,3.91,36.2,35.27,33.26
MED17,14.39,35.56,36.09,16.46,,49.07,64.11,49.16,39.93,19.18,92.38,45.18,20.26,17.21,20.45,55.99
MED18,5.36,24.33,1,28.83,,1.74,3.52,12.67,1.47,1.16,2.13,2.02,5.59,7.32,8.36,2.61
MED19,28.39,28.89,16.53,227.28,,42.33,44.63,51.04,15.52,29.61,64.05,28.68,18.15,34.64,41.78,48.39
MED20,28.14,36.73,5.51,22.42,,10.49,10.12,20.06,3.15,3.97,4.28,4.05,2.16,43.85,52.64,13.26
MED21,18.61,21.13,16.78,19.09,,48.75,28.68,9.89,8.75,32.14,153.73,34.61,17.17,59.08,11.55,22.1
MED22,20.52,18.11,5.19,29.92,,9.92,12.53,15.23,9.43,27.16,19.59,3.36,3.47,22.56,32.99,11.84
MED23,15.78,17.11,34.83,21.7,,52.84,67.1,29.24,51.31,72.22,129.63,84.68,45.07,37.33,14.32,60.42
MED24,45.57,30.42,22.06,43.05,,9.95,18.31,31.33,11.27,25.13,22.72,8.47,8.44,30.04,28.14,43.84
MED25,18.87,20.96,6.76,40.88,,14.63,14.27,24.1,15.64,31.94,15.37,5.11,17.83,62.62,39.01,39.57
MED26,11.55,7.57,22.44,39.58,,17.56,22.73,20.79,8.17,16.25,29.63,15.19,45.76,37.25,15.07,22.24
MED27,40.59,38.79,47.33,37.33,,18.73,33.77,18.3,68.69,66.89,51.42,16.7,30.54,32.16,28.02,62.18
MED28,25.13,40.01,15.26,61.34,,29.3,14.92,53.78,17.31,8.21,22.06,12.41,33.52,25.95,29.04,31.92
MED29,16.7,30.91,2.73,18.51,,3.96,5.16,38.1,3.41,5.67,2.47,0.92,2.9,45.09,67.64,8.44
MED30,82.17,49.7,47.27,66.54,,54.56,44.31,21.87,66.74,27.26,60.09,24.05,172.37,32.34,12.9,18.4
MED31,5.23,12.13,16.72,3.3,,12.18,7.54,5.64,12.48,44.56,16.62,7.23,42.91,3.97,5.27,28.66
MED4,86.64,61,42.88,29.96,,44.69,24.59,20.73,44.24,99.93,132.98,47.33,55.77,19.06,23.06,47.77
MED6,18.59,31.7,8.26,14.83,,18.47,11.39,10.49,11.47,18.05,18.3,7.18,13.06,17.44,16.74,13.41
MED7,35.46,79.8,26.11,14.82,,36.07,24.57,19.12,15.85,60.96,36.41,34.9,46.14,8.4,22.23,44.4
MED8,66.26,36.56,18.39,61.4,,91,44.85,52.63,19.95,30.14,50.2,33.92,63.07,24.81,39,48.77
MED9,15.36,20.76,0.34,18.32,,0.89,0.57,20.41,0.81,1.77,0.46,0.53,0.13,20.75,21.59,1.74
MEDAG,11.44,2.19,1.37,0.03,,5.05,0.74,0,0.5,0,0,1.75,0,0,0.23,0
MEF2A,18.76,19.12,26.06,23.92,,18.41,22.5,14.13,11.06,20.71,39.51,11.29,12.51,42.03,74.99,66.22
MEF2B,7.59,9.32,0,2.74,,0,0.22,13.71,0,0.4,0,0,0,12.46,3.71,0.56
MEF2C,0.23,17.18,3.2,0.16,,4.39,4.48,0.19,1.04,0.62,2.24,1.4,17.87,6.52,0.63,0.6
MEF2D,11.74,12.45,31.77,29.34,,18.94,28.86,5.36,23.63,33.39,18.54,16.26,22.38,44.56,13.93,54.68
MEFV,0,0.07,1.34,0,,1.39,0.86,0.07,0.57,0,0.11,1.36,0,0.08,0.06,0.1
MEGF10,0.1,0.34,2.36,0.26,,1.15,0.31,0.13,0.58,0.09,0.56,0.44,0.2,14.11,33.84,0.33
MEGF11,0.02,0,0.79,0.14,,2.41,0.86,0.04,0.57,0.82,1.29,0.94,0.02,0.26,0.34,24.91
MEGF6,2.45,7.32,0.43,16.42,,0.14,1.56,18.14,0.3,1.13,3.23,0.31,0.5,3.76,8.59,0
MEGF8,4.81,9.63,8.43,7.04,,10.86,9.85,14,6.81,9.37,8.51,4.64,1.7,42.66,50.15,18.41
MEGF9,20.96,7.48,13.15,25.89,,11.27,24.85,7.99,12.71,25.32,96.35,9.8,22.82,59.3,15.77,25.53
MEI1,0.07,0.01,0.27,0.02,,0.34,0.57,4.72,0.02,0.27,0.02,8.43,0,0.07,0.05,0.07
MEI4,0,0,0.27,0,,0.55,0.28,0.02,0.18,0,0,0.47,0.02,0,0.08,0.03
MEIG1,0.56,3.02,4.49,1.22,,7.4,7.42,0.52,1.41,0.42,8.26,3.15,0.77,0,0,0
MEIKIN,0,0.32,0.25,0,,0.94,0.34,0,0.21,0,0.2,0.24,0,0,0,0.1
MEIOB,1.72,0.26,0.88,0,,1,0.26,0,0.12,0.87,0,0.94,0.28,0,0.7,0.62
MEIOC,0.7,1.2,2.14,0.1,,3.53,2.44,1.46,1.61,1.51,0.63,5.01,0.57,0.04,1.27,18.14
MEIS1,0.78,2.5,0.5,1.43,,1.91,5.14,5.12,12.79,10.29,0.03,1.81,5.16,1.34,2.66,15.19
MEIS2,0.08,9.16,2.47,6.62,,15.33,7.8,28.07,1.5,21.05,2.02,2.4,16.98,14.69,3.73,77.36
MEIS3,0.05,0.12,0.16,0.14,,2.16,1,0,0.43,51.82,0,1.01,0.44,12.35,0.99,7.64
MELK,71.37,86.02,46.26,72.79,,77.03,123.35,23.84,47.27,88.37,209.41,54.29,120.53,43.59,32.47,94.88
MELTF,11.83,152.76,6.3,36.5,,3.24,8.72,436.33,7.63,1.48,12.21,13.94,2.18,182.38,160.49,6.84
MEMO1,81.13,74.26,151.15,41.44,,234.73,226.38,40.84,161.51,135.71,219.05,218.99,396.61,46.61,72.03,125.27
MEN1,37.9,40.18,34.02,37.25,,71.52,33.02,85.11,40.66,58.22,60.18,23.64,20.24,30.1,55.89,52.54
MEOX1,64.45,6.81,0.36,0,,1.32,0.91,0,0.46,0,0,1.08,0,13.88,0,0
MEOX2,1.07,0.03,8.64,0,,8.76,5.24,0.85,5.36,0.09,0.17,7.27,0.08,0,0,270.64
MEP1A,0,0,2.95,0,,7.28,1.97,0,0.62,0,0,2.34,0,0,0,23.31
MEP1B,0,0,2.35,0.03,,5.61,1.93,0,1.01,0.98,3.32,3.61,0.3,0.21,0.05,4.87
MEPCE,61.47,58.56,25.89,96.98,,31.94,18.75,98.06,23.98,29.26,24.33,18.91,47.17,60.7,104.62,20.93
MEPE,0,0,9.35,0,,16.18,4.38,0.06,4.15,0.36,0,6.6,0,0.05,0.17,0.23
MERTK,1.29,1.33,11.34,0.33,,16.3,2.72,12.34,0.55,0.72,0.19,6.78,4.18,13,1.42,1.7
MESD,28.92,25.1,27.87,25.38,,11.97,52.84,22.99,29.4,35.83,20.97,20.6,28.62,57.87,38.75,28.56
MESP1,7.42,18.87,68.12,78.35,,10.75,32.53,10.61,56.71,90.52,1.62,1.18,8.83,17.9,20.97,15.36
MESP2,2.63,3.91,3.09,57.13,,1.26,3.31,2.17,38.82,4.97,0.72,0.29,0.13,1.2,7.4,0.3
MEST,268.3,71.41,202.5,52.31,,557.18,102.26,135.78,36.05,35.73,191.9,266.07,31.17,1.59,26.06,250.81
MET,11.74,28.76,23.43,19.95,,34.17,107.88,39.08,1.88,21.09,152.51,4.96,24.32,31.28,51.33,85.75
METAP1,78.59,37.42,76.62,36.84,,130.85,93.68,59.85,54.56,92.49,123.78,88.09,76.35,30.24,68.78,48.48
METAP1D,1.15,5.98,1.32,8.33,,1.66,1.4,14.97,4.07,2.41,1.41,1.57,1.25,4.89,1.86,4.12
METAP2,76.1,41.03,53.85,35.94,,89.35,61.54,35.86,70.2,98.71,100.4,61.05,194.2,29.61,31.09,78.53
METRN,5.66,39.05,13.3,0.18,,2.36,0.63,18.88,21.19,26.5,0.18,1.79,2.97,8.6,9.45,0.65
METRNL,3.91,30.29,34.03,3.81,,6.5,113.04,32.78,17.43,95.45,7.93,10.26,32.53,24.05,15.37,10.69
METTL1,15.15,15.67,17.98,26.36,,15.33,12.09,15.55,26.25,21.05,11.21,10.69,14.11,32.66,22.01,22.69
METTL11B,0,0,3.54,0,,3.72,2.06,0,1.24,0,0,2.07,0,0,0,4.07
METTL12,2.8,1.82,7.26,1.93,,10.31,4.14,4.45,1.02,2.21,6.7,4.33,5.24,0.45,11.02,6.94
METTL13,39.29,55.65,57.75,44.59,,19.59,72.15,37.92,31.14,28.32,21.7,25.05,19.31,50.42,25.53,35.44
METTL14,19.99,9.65,18.15,7.87,,27.61,23.89,8.25,13.64,27.11,43.16,15.09,8.98,23.66,17.42,37.61
METTL15,3.81,5.64,5.38,8.03,,8.3,7.7,6.45,6.65,8.21,6.92,6.43,1.45,3.36,7.02,16.26
METTL16,5.69,16.83,5.24,13.62,,6.96,5.76,10.39,1.58,7.59,6.95,2.71,4.8,22.04,13.87,5.1
METTL17,72.7,38.88,19.1,22.39,,59.16,34.49,64.1,30.03,31.92,57.83,18.91,28.54,19.57,33.43,152.97
METTL18,24.02,17.78,107.14,15.41,,46.84,88.53,7.93,43.28,66.38,57.68,63.58,76.89,9.7,9.04,47.91
METTL21A,28.21,61.61,17.72,27.28,,23.67,34.27,25.91,17.28,10.82,45.13,30.85,35.41,38.5,5.28,56.64
METTL21C,0.87,0,1.26,0.63,,1.95,3.64,0.61,1.05,0,0,3.04,0,0,0,1.22
METTL22,19.11,12.26,6.39,6.41,,9.29,5.91,17.51,7.01,8.15,10.11,7.5,11.34,14.99,11.99,32.72
METTL23,115.01,105.26,78.09,28.67,,68.48,142.82,94.22,56.12,83.41,169.6,51.47,224.02,16.11,52.25,186.69
METTL24,0.2,0,2.28,0,,3.07,3.72,0,1.27,0.61,0.3,4.66,0.1,0,0.46,8.41
METTL25,14.13,3.13,13.12,4.42,,16.86,16.59,1.21,21.96,47.26,37.94,12.85,35.39,2.23,3.02,24
METTL26,89.6,96.58,132.02,64.18,,99.02,66.2,96.02,81.45,66.55,54.34,52.95,84.39,123.64,59.64,79.8
METTL27,6.53,4.07,15.1,17.15,,8.89,17.7,26.26,11.13,149.51,9.8,3.74,8.96,3.31,14.89,4.68
METTL2A,30.37,35.48,38.48,33.82,,18.67,58.13,31.31,24.45,32.14,40.49,23.78,13.84,34.27,13.88,36.87
METTL2B,53.54,31.84,40.94,30.12,,53.59,60.91,36.68,14.26,59.35,86.03,36.19,24.29,27.19,32.38,43.71
METTL3,33.1,39.31,53.05,22.74,,73.75,50.25,56.91,65.19,33.52,131.18,32.06,43.34,20.07,45.61,143.7
METTL4,20.11,10.04,2.22,6.54,,7.19,23.38,7.09,8.79,7.45,47.19,7.54,3.54,3.45,8.45,19.57
METTL5,117.82,231.33,193.54,53.54,,204.84,243.38,120.58,259.72,142.44,475.12,274.68,148.65,48.64,38.07,223.91
METTL6,24.61,15.02,21.42,8.69,,20.33,30.24,9.95,10.08,37.38,14.91,6.12,49.75,14.68,23.79,16.56
METTL7A,34.3,16.64,4.05,57.93,,3.73,2.22,106,22.97,9.95,2.14,1.31,1.32,29.98,27.73,2.44
METTL7B,0.08,0.12,1.23,1.31,,5.27,2.88,2.6,2.89,1.29,0.21,5.23,4.43,0.95,21.83,14
METTL8,6.17,9.89,4.07,5.93,,4.7,3.81,9.46,3.6,3.94,8.93,4.61,4.84,7.62,4.93,3.94
METTL9,121.75,100.61,83.09,64.22,,91.96,65.26,89.43,54,97.13,143.96,104.19,50.36,113.78,82.74,90.9
MEX3A,20.79,22.05,128.21,72.38,,67.27,111.99,12.04,67.88,5.93,82.28,71.5,50.32,118.31,16.49,59.95
MEX3B,4.11,9.14,6.47,15.49,,3.1,12.81,5.76,7.3,2.22,27.51,13.52,10.63,25.26,26.13,33.06
MEX3C,42.15,42.21,30.55,107.89,,82.22,35.67,10.75,54.03,18.42,129.16,140.11,142.86,47.12,52.91,28.33
MEX3D,33.94,69.55,9.67,84.89,,4.48,6.28,39.84,14.13,15.51,18.01,10.56,44.05,86.24,41.1,16.18
MFAP1,26.42,39.16,95.87,27.18,,119.75,140.38,40.23,179.88,192.41,294.84,97.07,239.89,21.77,16.55,231.73
MFAP2,126.49,3.03,17.35,4.62,,26.8,9.59,50.13,25.08,2.15,3.34,8.66,10.87,680.19,4.2,3.28
MFAP3,16.4,25.88,39.37,13.5,,34.07,33.78,15.85,26.18,75.34,57.41,77.21,33.63,14.21,26.48,82.67
MFAP3L,2.15,11.73,7.07,1.25,,3.47,3.92,4.44,7.9,40.27,0.09,17.12,2.64,26.37,21.85,2.48
MFAP4,0.07,4.18,0.21,0.04,,4.03,10.22,0.07,1.01,0.06,0.52,1.09,0.56,290.31,1.24,466.55
MFAP5,0.15,0,0.77,0.39,,0.91,1.9,0,0.06,0,0.04,3.74,5.62,25.87,0.07,0
MFF,81.03,108.96,71.29,48.35,,45.17,96.59,56.09,75.69,58.58,167.17,67.78,235.63,12.3,42.5,165.68
MFGE8,262.32,208.85,366.22,2028.06,,207.85,29.47,175.44,28.24,6.88,7.62,42.04,138.74,2441.24,2792.5,21.26
MFHAS1,10.04,9.95,13.18,5.56,,9.34,16.76,11.78,2.85,10.88,5.04,3.25,15.31,10.92,13.01,17.81
MFN1,86.11,42.54,54.43,21.84,,76.22,53.27,34.87,44.79,68.78,106.63,78.71,118.53,33.4,32.25,58.97
MFN2,13.69,72.77,11.78,89.35,,17.85,36.13,82.22,20.75,80.92,21.31,10.76,42.3,52.05,79.45,70.55
MFNG,0.02,1.55,0.5,0.1,,0.8,0.6,0.06,0.26,0.67,0,1.25,0.15,9.8,0.11,28.1
MFRP,0.07,0.04,0.11,0,,0.36,0.14,0,0.01,0,0,0.11,0,0,0,0
MFSD1,82.42,50.9,110.75,76.09,,70.16,78.64,52.8,65.73,180.6,65.28,64.61,33.94,170.48,36.13,68.96
MFSD10,48.69,206.17,20.64,139.11,,11.32,10.59,36.16,15.37,27.63,16.13,13.24,5,64.89,50.04,6.92
MFSD11,25.6,36.97,20.41,19.35,,13.98,28.74,32.91,17.71,38.45,35.22,8.75,23.65,20.08,16.07,32.36
MFSD12,22.19,98.45,6.54,30.13,,1.46,7.49,121.14,1.41,3.31,1.07,0.3,0.47,34.62,37.13,20.57
MFSD13A,1.01,2.51,4.98,9.84,,9.69,7.07,2.73,2.46,4.2,11.22,2.24,0.66,3.23,2.47,12.61
MFSD14A,78.32,72.73,61.37,58.1,,86.65,108.71,60,77.54,71.7,278.05,77.25,74.21,33.64,51.7,124.58
MFSD14B,63.84,58.24,78.21,78.26,,57.61,216.34,57.32,70.55,86.1,109.98,40.97,24.07,52.25,60.05,35.19
MFSD2A,1.51,0.29,9.34,16.2,,49.38,6.27,2.21,19.31,12.49,20.03,18.56,6.18,14.35,10.6,27.1
MFSD2B,0,0.02,0.13,0.02,,0.1,0.12,0.04,0.03,0,0.21,0.22,0.03,0.07,0.08,0.16
MFSD3,113.65,34.35,14.65,26.54,,6.73,6.02,108.19,19.09,14.42,5.28,1.16,6.94,24.81,19.14,2.49
MFSD4A,3.29,0.65,8.34,3.73,,4.39,5.91,37.41,11.07,0.56,2.44,3.78,2.19,3.21,3.34,9.56
MFSD4B,1.11,1.54,5.43,5.56,,6.75,8.68,6.45,5.07,15.7,36.17,12.1,0.15,2.17,4.1,15.07
MFSD5,37.58,25.95,28.24,23.55,,41.61,35.28,59.22,37.74,63.67,22.14,24.32,60.63,35.01,25.17,20.75
MFSD6,45.02,102.17,28.65,24.85,,38.68,46.38,180,70.68,86.82,73.54,26.77,21.18,24.42,43.09,87.88
MFSD6L,2.89,0.08,3.44,7.17,,4.03,6.78,6.48,1.62,0,2.97,1.08,0.4,0.48,1.9,0.34
MFSD7,12.36,12.57,1.63,5.22,,0.33,0.35,1.45,16.52,15.66,0,0.26,0.75,0.11,3.73,0.72
MFSD8,15.33,4.51,5.84,3.7,,11.63,5.82,4.99,6.6,14.52,17.71,5.22,5.12,9.71,9.12,9.74
MFSD9,16.05,14.51,1.04,4.2,,2.52,3.2,9.69,2.49,2.95,0.9,1.17,1.3,3.11,3.74,3.87
MGA,5.38,8.88,48.66,19.93,,59.81,62.17,31.92,58.12,28.03,124.5,39.16,49.43,22.41,14.51,137.61
MGAM,0.05,0.01,1.45,0.1,,3.76,1.56,0.07,0.31,0.33,0.1,1.18,0.09,0.1,0.08,0.91
MGAM2,0.02,0.5,18.84,21.72,,42.49,173.26,30.59,4.9,0.83,0.25,81.25,15.83,2.25,39.25,0.98
MGARP,0.22,0.19,1.1,0,,5.79,1.54,0.1,0.62,0.25,0.24,3.7,1.78,1.33,0.09,0.73
MGAT1,89.37,193.13,12.37,40.98,,6.84,24.07,85.01,4.87,11.39,5.23,6.69,5.6,77.35,140.74,14.88
MGAT2,48.22,26.24,25.36,16.21,,27.91,26.96,20.81,19.74,19.04,48.94,26.47,22.45,32.89,39.3,38.63
MGAT3,19.18,0.25,0.6,0.42,,1.47,1.7,0.16,0.54,0.1,0.04,2.74,0.17,80.97,98.13,13
MGAT4A,17.34,29.95,11.37,8.56,,28.66,10.22,10.87,10.29,31.59,32.66,3.61,0.12,3.02,12.86,50.86
MGAT4B,212.95,344.71,15.8,126.53,,17.18,39.5,119.75,10.56,15.37,12.71,4.63,19.9,107.3,167.94,25.48
MGAT4C,0,0,0.31,0,,0.49,0.24,0,0.29,0.57,0,0.51,0,0,0,0.19
MGAT4D,0,0,0,0,,0.67,0.07,0,0.12,0,0,0.28,0,0,0,0
MGAT5,5.6,38.23,4.29,19.33,,7.66,8.2,20.93,0.75,3.48,17.58,9.55,9.27,55.43,22.07,10.19
MGAT5B,0.01,3.86,0.31,0.02,,1.07,1.46,0.06,0.33,2.9,0.1,0.96,0.07,4.55,1.61,11.92
MGEA5,51.72,36.78,102.92,56.03,,201.37,90.19,22.4,84.11,141.57,126.52,113.64,97.07,49.08,39.91,97.28
MGLL,19.82,26.92,0.69,6.38,,1.92,9.8,28.91,8.45,40,12.87,1.14,0.64,1.19,12.35,6.37
MGME1,18.41,39.32,37.62,34.34,,46.15,30.82,28.8,61.09,50.76,143.57,43.82,39.05,24.46,40.74,51.7
MGMT,28.55,12.41,49.71,32.22,,22.74,30.41,42.36,46.46,51.31,2.83,15.16,52.47,10.64,12.61,15.18
MGP,70.14,1590.98,1249.11,138.8,,541.8,1386.72,948.89,8.69,1405.75,97.63,206.56,1.73,130.37,1628.27,2.03
MGRN1,14.67,27.14,44.85,29.32,,25.24,34.64,25.39,36.56,91.3,40.68,27.54,8.86,103.71,77.16,51.33
MGST1,534.57,701.42,429.18,717.07,,387.24,578.69,228.57,144.32,888.86,516.6,722.21,117.37,772.54,235.16,8.93
MGST2,68.89,69.04,104.91,97.64,,91.47,29.61,68.74,106.01,247.13,143.67,44.68,65.65,83.68,55.83,128.33
MGST3,318.68,194.96,500.37,204.32,,403.28,775.45,76.92,733.21,182.93,99.63,357.77,351.31,135.65,93.74,230.45
MIA,8.28,216.49,26.83,30.68,,124.66,57.02,247.82,0.82,2.79,42.98,160.96,347.19,864.15,4091.73,0.41
MIA2,70.92,29.89,24.64,19.72,,46.35,97.28,18.26,56.71,59.44,74.75,32.93,45.55,17.08,23.43,176.76
MIA3,12.62,21.4,81.72,22.28,,78.23,125.27,23.65,110.33,95.43,255.81,73.88,46.41,47.29,32.24,158.9
MIB1,13.63,18.36,42.46,34.24,,64.24,44.55,37.37,39.2,30.03,288.31,84.9,57.04,22.6,35.74,99.12
MIB2,6.12,8.06,2.78,15.66,,2.75,3.52,26.03,1.56,2.96,1.15,1.28,2.88,26.59,35.1,2.99
MICA,27.09,39.02,20.56,12.16,,24.41,39.06,9.68,16.6,39.79,86.19,5.9,26.17,35.76,38.39,0.82
MICAL1,6.06,9.36,9.97,33.33,,4.95,17.35,7.73,7.63,12.59,7.25,33.27,2.65,45.44,2.63,51.97
