Sample,Type,PIM046_A3,PIM056_A3,185_057_X0_P3,185_026_X0_P3,185_037_X0_P3,185_071_X0_P3,185_002_X0_P3,185_049_X0_P3,185_128_X0_P3,185_129_X0_P3
Trial_ID,Meta,185,185,185,185,185,185,185,185,185,185
Patient_ID,Meta,32,40,57,26,37,71,2,49,128,129
TimePoint,Meta,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre
Passage,Meta,P3,P3,P3,P3,P3,P3,P3,P3,P3,P3
Source,Meta,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX
Have_RNA_seq,Meta,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PIM_ID,Meta,PIM046,PIM056,PIM077,PIM040,PIM053,PIM091,PIM010,PIM068,PIM163,PIM164
RCB_status,Meta,RCB-II,RCB-III,RCB-II,RCB-II,RCB-I,RCB-III,RCB-II,pCR,RCB-III,RCB-I
VB_Subtype,Meta,BL2,BL2,BL2,LAR,LAR,LAR,M,M,M,UNS
C17orf105,Exp,0,1,0,0,76,64,0,59,209,101
C17orf107,Exp,350,30,100,341,82,58,91,19,373,29
C17orf112,Exp,0,0,0,0,117,245,1,234,444,231
C17orf47,Exp,0,0,0,1,208,458,2,424,698,368
C17orf49,Exp,1119,2029,1081,686,689,147,832,195,241,149
C17orf50,Exp,0,1,0,2,19,34,0,47,122,36
C17orf51,Exp,231,326,128,110,212,117,1521,197,373,363
C17orf53,Exp,856,284,213,112,873,369,341,439,900,553
C17orf58,Exp,722,812,223,427,517,101,303,138,321,211
C17orf62,Exp,1044,1965,242,761,911,243,646,214,1181,1067
C17orf64,Exp,3,0,8,0,105,110,0,86,523,103
C17orf67,Exp,93,119,91,8,179,140,115,159,289,125
C17orf74,Exp,0,1,0,1,130,116,3,41,703,74
C17orf75,Exp,1367,543,170,186,1051,1037,295,1894,1056,2040
C17orf77,Exp,0,2,0,13,259,389,25,203,752,358
C17orf78,Exp,1,0,0,0,364,812,0,553,778,561
C17orf80,Exp,2881,1937,369,1105,1628,536,1097,865,869,1623
C17orf82,Exp,5,6,0,1,22,43,85,14,257,44
C17orf97,Exp,150,145,38,22,73,219,119,89,428,179
C17orf98,Exp,1,0,0,1,74,94,0,60,291,60
C17orf99,Exp,0,0,2,0,83,60,0,46,347,117
C18orf12,Exp,0,0,0,0,0,0,1,0,6,1
C18orf21,Exp,976,653,207,153,2142,247,520,1997,1214,1437
C18orf25,Exp,1338,1320,771,251,8236,781,1205,2259,2413,749
C18orf32,Exp,40,26,16,3,6,2,27,7,42,5
C18orf54,Exp,259,386,48,43,1071,201,269,764,851,275
C18orf63,Exp,0,0,0,0,593,384,0,309,1515,201
C18orf65,Exp,0,1,2,5,32,10,0,18,263,27
C18orf8,Exp,924,1010,209,790,3360,719,233,1566,2897,1611
C19orf12,Exp,1421,622,442,366,68,52,833,45,942,71
C19orf18,Exp,29,11,6,16,301,195,24,204,377,220
C19orf24,Exp,1138,1314,677,552,3808,485,452,1047,286,1060
C19orf25,Exp,491,1203,284,543,91,88,322,50,247,265
C19orf33,Exp,154,64,13,14,0,0,40,0,0,0
C19orf35,Exp,0,0,0,0,93,72,1,39,406,104
C19orf38,Exp,12,33,2,78,200,262,213,241,831,297
C19orf44,Exp,385,226,143,299,1424,368,379,339,926,893
C19orf47,Exp,557,760,704,507,672,404,1154,195,776,425
C19orf48,Exp,1961,1471,1894,1224,545,55,2572,136,292,236
C19orf53,Exp,5151,1811,1140,1502,6369,1170,1294,1399,713,898
C19orf54,Exp,222,484,177,617,517,224,149,252,520,289
C19orf57,Exp,193,200,17,743,373,159,223,197,861,236
C19orf60,Exp,902,902,370,699,268,68,910,121,253,168
C19orf66,Exp,286,592,237,137,66,151,621,68,694,224
C19orf67,Exp,0,0,0,18,136,121,5,76,568,139
C19orf68,Exp,706,559,261,139,634,572,294,441,980,569
C19orf70,Exp,1588,1399,1023,475,2871,278,395,339,518,429
C19orf71,Exp,21,28,19,11,110,115,37,33,493,198
C19orf73,Exp,44,87,9,12,137,30,55,42,162,46
C19orf81,Exp,0,0,0,0,67,116,0,61,292,90
C19orf84,Exp,0,0,0,5,95,126,0,67,194,92
C1D,Exp,1400,763,230,157,3607,771,227,1328,744,743
C1GALT1,Exp,1363,3428,194,1136,3483,485,1453,1034,4441,1969
C1GALT1C1,Exp,3248,2161,86,284,3090,496,279,636,160,238
C1GALT1C1L,Exp,77,0,5,13,68,28,36,35,361,129
C1QA,Exp,0,0,3,0,29,65,1,29,436,144
C1QB,Exp,0,0,2,0,18,67,4,12,249,62
C1QBP,Exp,5145,7427,3917,3091,5284,488,2655,1274,662,364
C1QC,Exp,0,0,4,0,14,67,7,24,511,101
C1QL1,Exp,29,44,52,0,43,32,1745,36,246,456
C1QL2,Exp,3,111,26,7,115,100,277,77,520,89
C1QL3,Exp,0,0,0,0,752,143,8,467,825,125
C1QL4,Exp,65,55,18,1,39,20,976,43,211,81
C1QTNF1,Exp,151,1226,122,150,130,190,62,127,556,406
C1QTNF12,Exp,13,9,70,20,179,62,87,41,471,32
C1QTNF2,Exp,125,44,12,109,377,96,23,71,380,81
C1QTNF3,Exp,108,300,22,155,479,655,85,227,917,858
C1QTNF4,Exp,9,2,2,1,14,25,13,7,190,29
C1QTNF5,Exp,0,0,0,0,0,0,0,0,0,0
C1QTNF6,Exp,16,55,3,37,267,86,312,147,490,154
C1QTNF7,Exp,0,0,0,0,147,156,5,106,276,184
C1QTNF8,Exp,0,0,0,0,11,32,4,23,209,35
C1QTNF9,Exp,29,2,0,5,225,250,28,240,894,91
C1QTNF9B,Exp,4,0,2,0,83,146,0,40,668,87
C1R,Exp,561,871,1269,26,356,221,1413,173,610,192
C1RL,Exp,1256,897,1409,1192,248,209,783,309,542,244
C1S,Exp,498,1859,569,14,169,1131,1791,1231,1677,1017
C1orf100,Exp,0,0,0,0,331,332,0,313,1102,401
C1orf105,Exp,2,1,2,1,525,781,87,513,1232,648
C1orf106,Exp,1153,2416,1732,139,1540,160,500,254,2062,480
C1orf109,Exp,1950,755,484,733,525,147,367,403,747,231
C1orf112,Exp,1218,1126,370,271,4790,1822,766,3897,4185,3398
C1orf115,Exp,1294,2332,339,2166,186,17,282,26,200,84
C1orf116,Exp,1723,1682,450,2133,6223,622,2303,630,1166,357
C1orf122,Exp,2207,1427,702,1046,1029,199,730,252,313,150
C1orf123,Exp,1601,670,314,348,2794,1062,268,1959,856,1387
C1orf127,Exp,2,0,0,0,173,247,3,86,970,419
C1orf131,Exp,1045,727,193,226,3434,532,432,1332,2031,1352
C1orf137,Exp,0,1,0,0,44,43,0,111,444,97
C1orf141,Exp,0,1,0,0,225,189,0,129,577,274
C1orf146,Exp,0,0,0,0,61,82,1,78,754,102
C1orf158,Exp,0,0,0,0,77,132,0,81,373,191
C1orf159,Exp,301,1052,383,331,768,193,543,97,1663,170
C1orf162,Exp,24,10,4,40,359,470,11,293,650,785
C1orf167,Exp,1,0,0,1,103,169,0,71,1111,321
C1orf174,Exp,468,1013,659,491,568,325,450,418,774,296
C1orf185,Exp,1,0,0,0,101,138,0,107,325,123
C1orf186,Exp,0,101,5,6,148,619,1429,325,969,486
C1orf189,Exp,11,0,11,2,324,766,4,587,1222,675
C1orf194,Exp,8,0,9,1,158,146,9,145,787,363
C1orf195,Exp,0,0,0,6,34,70,0,24,142,70
C1orf198,Exp,10212,13320,3750,3416,18308,423,18298,1681,1906,1083
C1orf21,Exp,2834,2331,998,299,4113,1498,1341,1080,2441,1710
C1orf210,Exp,1432,450,126,362,443,125,70,23,507,199
C1orf216,Exp,951,1225,307,149,63,40,407,19,203,78
C1orf226,Exp,285,308,279,332,305,245,609,178,1001,430
C1orf228,Exp,136,55,3,45,124,165,28,121,638,164
C1orf229,Exp,166,35,0,27,2,6,30,3,96,13
C1orf27,Exp,2824,1394,305,537,7447,691,835,2009,2697,1944
C1orf35,Exp,2086,1098,638,442,972,80,999,125,425,257
C1orf43,Exp,22200,11742,3523,1912,10137,1215,4545,4427,1567,2165
C1orf50,Exp,1514,330,152,233,687,255,184,335,918,339
C1orf52,Exp,1610,598,303,226,5177,575,257,1150,2486,2240
C1orf53,Exp,34,90,47,3,338,198,168,111,346,188
C1orf54,Exp,59,6,1,7,608,1558,8,1355,1845,1855
C1orf56,Exp,183,10,87,31,682,162,68,207,805,383
C1orf61,Exp,3,123,12,0,188,531,401,620,1243,694
C1orf64,Exp,0,0,0,0,53,76,0,27,597,87
C1orf68,Exp,0,0,0,0,124,154,0,97,569,288
C1orf74,Exp,352,821,790,456,604,78,450,84,259,106
C1orf87,Exp,0,0,0,0,528,931,0,329,1568,719
C1orf94,Exp,1,0,0,7,297,799,8,223,1735,621
C2,Exp,29,57,13,158,476,310,223,305,2093,809
C20orf141,Exp,2,1,0,0,23,51,0,16,203,50
C20orf144,Exp,0,0,4,2,7,25,1,6,134,17
C20orf173,Exp,0,0,0,0,150,150,0,81,462,231
C20orf194,Exp,258,791,979,462,6896,2420,283,2586,4613,2017
C20orf196,Exp,74,26,26,143,220,157,30,103,268,182
C20orf197,Exp,4,0,4,0,30,71,11,30,126,92
C20orf202,Exp,0,1,0,1,55,69,0,31,268,90
C20orf203,Exp,13,0,3,6,42,84,2,33,387,88
C20orf204,Exp,35,82,37,113,57,54,184,24,264,86
C20orf24,Exp,1030,445,210,221,32,27,185,10,189,33
C20orf27,Exp,658,1441,960,1484,1611,165,561,232,774,222
C20orf78,Exp,0,0,0,0,160,137,0,87,355,168
C20orf85,Exp,0,0,0,0,113,126,0,75,340,128
C20orf96,Exp,453,641,76,662,2461,725,160,387,1332,1729
C21orf140,Exp,0,0,0,0,211,81,0,114,588,220
C21orf2,Exp,272,230,198,261,301,149,898,267,1416,93
C21orf33,Exp,4096,5141,2289,2529,3521,557,1614,1185,1995,260
C21orf58,Exp,360,594,553,341,360,593,870,517,1989,788
C21orf59,Exp,780,632,168,224,2477,522,477,862,473,367
C21orf59-TCP10L,Exp,3,1,0,0,1,17,7,9,97,19
C21orf62,Exp,1,0,0,0,147,109,2,121,661,51
C21orf91,Exp,1993,1771,429,187,1209,897,2780,3180,2337,401
C22orf15,Exp,2,1,2,0,134,45,0,50,343,89
C22orf23,Exp,9,9,11,24,59,67,4,169,445,112
C22orf24,Exp,7,1,0,0,59,46,11,54,231,92
C22orf31,Exp,0,0,0,2,96,112,0,123,408,182
C22orf34,Exp,0,12,0,0,27,24,2,45,316,78
C22orf39,Exp,1033,383,307,908,253,61,618,216,380,196
C22orf42,Exp,0,0,0,0,258,210,0,353,878,577
C22orf46,Exp,1499,912,114,704,2091,1424,658,2481,1845,2062
C2CD2,Exp,511,3280,521,294,10906,2273,970,3238,4181,219
C2CD2L,Exp,3241,760,118,877,2533,356,364,394,524,343
C2CD3,Exp,937,1395,697,2031,9333,3664,925,4678,2843,8411
C2CD4A,Exp,3,6,90,2,280,423,17,28,521,250
C2CD4B,Exp,2,8,23,3,14,13,4,3,81,24
C2CD4C,Exp,0,0,0,0,7,14,2,11,55,44
C2CD4D,Exp,243,81,136,18,237,77,300,118,580,138
C2CD5,Exp,528,1161,3018,698,4112,2732,1690,7351,4279,5947
C2CD6,Exp,0,0,1,2,1432,1257,154,2351,2600,2348
C2orf15,Exp,527,339,20,105,228,73,11,86,192,108
C2orf16,Exp,0,0,0,0,715,1230,53,743,2978,1788
C2orf27A,Exp,2,45,4,9,552,186,34,271,390,215
C2orf27B,Exp,0,0,0,0,11,17,0,10,45,22
C2orf40,Exp,129,0,251,5,194,113,366,73,339,102
C2orf42,Exp,407,454,176,132,1738,625,282,755,1156,627
C2orf48,Exp,115,51,91,9,79,128,62,43,502,205
C2orf49,Exp,2251,1907,706,404,1129,184,566,414,511,308
C2orf50,Exp,6,7,0,0,79,53,2,28,243,53
C2orf54,Exp,273,1330,72,15,641,71,2,58,489,256
C2orf66,Exp,7,10,2,0,70,108,2,80,192,173
C2orf68,Exp,2566,1581,1185,1723,477,86,1089,110,345,88
C2orf69,Exp,1648,1696,450,836,2220,312,1030,1568,959,749
C2orf70,Exp,36,112,69,0,102,110,7,76,819,394
C2orf71,Exp,11,2,0,17,162,266,25,163,1809,397
C2orf72,Exp,2535,2101,18,214,1050,101,44,54,241,146
C2orf73,Exp,1,0,0,1,425,523,1,371,1223,444
C2orf74,Exp,6,466,36,91,5273,598,141,1068,926,417
C2orf76,Exp,1098,398,88,110,895,438,163,426,632,269
C2orf78,Exp,0,0,0,0,188,332,1,253,621,169
C2orf80,Exp,0,0,0,0,255,239,0,390,687,446
C2orf81,Exp,76,35,11,14,528,225,50,112,534,185
C2orf82,Exp,31,50,17,2996,70,42,2585,64,320,78
C2orf83,Exp,0,0,0,0,154,222,0,171,414,180
C2orf88,Exp,637,20,346,925,2491,328,592,858,1257,590
C2orf91,Exp,0,2,0,2,100,148,112,111,596,257
C3,Exp,12,22768,10259,18,1306,3504,531,900,6711,2731
C3AR1,Exp,0,0,3,0,45,181,7,212,406,206
C3orf14,Exp,1277,1012,115,112,2490,813,186,412,741,597
C3orf18,Exp,179,49,81,22,94,84,34,37,607,44
C3orf20,Exp,1,4,0,17,294,1166,8,1110,2058,519
C3orf22,Exp,0,0,0,0,65,31,1,36,218,42
C3orf30,Exp,4,0,0,16,66,120,15,98,354,209
C3orf33,Exp,249,208,108,21,711,421,340,702,596,500
C3orf35,Exp,27,11,14,96,681,986,28,407,1499,324
C3orf36,Exp,0,0,0,0,24,98,0,75,481,128
C3orf38,Exp,2421,690,280,187,1900,293,668,787,735,649
C3orf52,Exp,67,161,58,83,1068,447,35,437,931,479
C3orf56,Exp,0,0,0,0,53,35,0,45,369,87
C3orf58,Exp,3621,1106,2476,904,4792,1022,2533,20634,958,833
C3orf62,Exp,143,296,48,83,336,167,85,84,412,99
C3orf67,Exp,449,134,26,248,1703,864,286,363,2000,1873
C3orf70,Exp,15,1,12,20,152,616,982,2072,770,1135
C3orf79,Exp,0,1,0,0,92,142,0,99,267,95
C3orf80,Exp,0,1,2,0,15,6,2,5,74,18
C3orf84,Exp,0,0,0,0,54,163,0,62,448,71
C3orf85,Exp,0,0,0,0,45,51,0,41,142,54
C4A,Exp,0,0,0,0,0,0,0,0,0,0
C4B,Exp,0,0,0,0,0,0,0,0,0,0
C4BPA,Exp,0,1,0,1,404,659,174,489,1738,552
C4BPB,Exp,0,4,0,21,215,366,0,256,962,267
C4B_2,Exp,0,0,0,0,0,0,0,0,0,0
C4orf17,Exp,1,0,0,0,197,686,0,351,533,135
C4orf19,Exp,255,21,150,950,20,47,31,26,109,86
C4orf22,Exp,0,1,0,4,301,508,0,151,898,157
C4orf26,Exp,7,2,0,0,38,211,0,108,362,65
C4orf3,Exp,17960,5679,1275,1135,5191,2107,1891,2161,784,439
C4orf32,Exp,1981,274,60,93,202,501,74,79,148,98
C4orf33,Exp,2252,545,16,72,1263,393,203,205,449,308
C4orf36,Exp,342,36,10,15,90,113,34,39,251,38
C4orf45,Exp,3,0,0,1,70,166,2,153,265,127
C4orf46,Exp,949,739,186,70,1186,262,396,467,364,561
C4orf47,Exp,57,47,10,12,261,266,6,241,452,253
C4orf48,Exp,861,1377,19,39,16,16,222,39,103,75
C4orf51,Exp,2,1,0,18,140,342,83,185,373,200
C5,Exp,418,901,5,40,4203,2163,433,1543,3614,1507
C5AR1,Exp,10,37,4,9,92,112,80,76,471,135
C5AR2,Exp,0,0,2,19,43,51,0,34,456,95
C5orf15,Exp,3094,3834,811,697,8507,2691,1279,6997,2237,3602
C5orf22,Exp,1071,1250,926,782,2025,1541,1063,1181,996,2093
C5orf24,Exp,2520,2474,486,762,8882,1806,852,8529,2023,3006
C5orf30,Exp,465,623,122,484,950,449,195,1286,418,296
C5orf34,Exp,225,319,76,126,628,1139,282,1933,1142,628
C5orf38,Exp,1604,7,322,99,158,240,738,82,476,196
C5orf42,Exp,406,476,931,641,8276,10192,2882,9229,8069,13580
C5orf46,Exp,2811,8125,22,19,92,139,74,601,155,52
C5orf47,Exp,3,3,0,0,681,1334,3,1060,893,597
C5orf49,Exp,1,7,9,2,99,175,84,82,147,250
C5orf51,Exp,1430,1732,1298,1130,4233,3008,1442,2520,1915,1901
C5orf52,Exp,0,0,0,0,48,434,0,256,409,276
C5orf58,Exp,0,0,0,0,67,97,0,66,128,32
C5orf60,Exp,6,1,0,0,145,78,1,91,621,222
C5orf63,Exp,134,0,37,106,442,400,82,292,374,366
C5orf64,Exp,0,0,0,0,78,302,3,88,279,234
C5orf66,Exp,9,22,43,24,38,8,32,15,16,29
C5orf67,Exp,7,2,0,0,39,179,1,45,125,101
C6,Exp,0,0,1,0,628,2692,0,895,2289,1018
C6orf10,Exp,0,0,0,0,2839,2581,0,1917,4817,3792
C6orf106,Exp,4884,6881,3862,3421,13354,2460,5605,3580,2862,3446
C6orf118,Exp,0,2,2,0,154,120,0,176,1210,201
C6orf120,Exp,797,724,894,479,4353,414,874,2153,1323,466
C6orf132,Exp,1434,1438,421,802,3174,411,2262,424,1332,402
C6orf136,Exp,620,827,460,566,984,181,404,280,1273,700
C6orf141,Exp,257,3,57,288,631,65,602,378,612,1061
C6orf15,Exp,14,141,3,50,153,34,251,1250,512,105
C6orf163,Exp,18,10,4,31,535,317,79,491,1157,320
C6orf183,Exp,0,1,0,100,426,283,22,435,517,260
C6orf201,Exp,0,0,2,0,187,174,0,138,657,304
C6orf203,Exp,990,1033,142,424,1026,303,362,524,1203,136
C6orf222,Exp,0,0,0,0,218,306,0,266,1966,465
C6orf223,Exp,50,1362,90,65,202,70,150,57,559,180
C6orf226,Exp,150,222,75,65,429,141,142,50,313,182
C6orf229,Exp,0,0,0,0,0,1,0,0,2,3
C6orf47,Exp,1432,1548,544,559,625,93,596,106,589,277
C6orf48,Exp,15737,2518,993,1553,7356,1258,639,4956,1639,2605
C6orf52,Exp,207,86,13,46,482,277,1,343,646,509
C6orf58,Exp,0,0,0,0,118,84,0,192,349,63
C6orf62,Exp,7939,7426,1248,2657,18974,2048,2156,5436,1983,7044
C6orf89,Exp,6094,4973,1785,2067,2907,607,3259,1032,1164,668
C6orf99,Exp,26,20,13,24,144,90,29,149,430,93
C7,Exp,1,1,0,3,918,3512,36,1165,2225,1242
C7orf25,Exp,1522,1471,159,245,2349,308,306,730,768,1079
C7orf26,Exp,701,1331,535,1002,1499,162,627,374,1371,806
C7orf31,Exp,187,168,14,141,1054,804,138,466,1767,2024
C7orf33,Exp,0,0,0,0,100,338,19,88,563,319
C7orf34,Exp,0,0,0,1,298,438,0,155,258,449
C7orf43,Exp,1251,789,354,650,2284,226,308,262,956,322
C7orf49,Exp,2885,1608,757,814,288,106,1129,122,327,209
C7orf50,Exp,1138,4713,1080,1727,366,65,599,55,562,216
C7orf55-LUC7L2,Exp,0,0,0,0,0,0,0,0,0,0
C7orf57,Exp,0,5,0,0,481,1065,1,381,1348,846
C7orf61,Exp,15,17,42,27,146,100,59,71,420,93
C7orf65,Exp,4,0,0,0,122,90,0,53,412,140
C7orf66,Exp,0,0,0,0,124,176,0,137,334,112
C7orf69,Exp,0,0,0,0,94,121,0,45,241,84
C7orf71,Exp,0,0,0,0,312,604,1,196,1026,836
C7orf72,Exp,0,0,0,6,966,380,0,182,1135,281
C7orf73,Exp,7062,3232,760,716,319,1143,408,580,416,474
C7orf77,Exp,32,0,0,0,29,82,134,53,221,77
C8A,Exp,0,0,0,0,479,1095,0,801,1518,997
C8B,Exp,0,0,0,0,423,1789,0,1101,1842,1294
C8G,Exp,56,47,27,17,99,104,12,29,339,98
C8orf22,Exp,15,0,32,31,237,190,1,102,2438,107
C8orf31,Exp,11,0,0,10,50,54,0,35,210,63
C8orf33,Exp,12731,4747,1474,2842,2593,220,4664,119,464,302
C8orf34,Exp,2,6,0,2,3580,720,0,356,741,363
C8orf37,Exp,462,528,115,73,1069,273,184,376,655,168
C8orf4,Exp,893,2,11,15,102,724,1,485,117,479
C8orf44,Exp,74,71,29,37,161,55,63,50,114,46
C8orf44-SGK3,Exp,2,0,2,0,0,0,2,1,0,0
C8orf46,Exp,9,220,5,2,347,284,885,161,480,194
C8orf48,Exp,120,0,0,1,88,170,0,47,419,289
C8orf58,Exp,279,191,252,184,79,133,226,51,681,164
C8orf59,Exp,6574,1781,365,595,6064,582,497,2082,232,327
C8orf74,Exp,0,0,0,0,29,94,0,23,556,134
C8orf76,Exp,221,104,60,59,881,83,39,128,53,45
C8orf82,Exp,1827,1677,753,4085,219,41,970,30,327,77
C8orf86,Exp,2,0,0,0,41,160,2,64,103,202
C8orf87,Exp,0,0,0,0,77,57,0,60,75,22
C8orf88,Exp,94,0,4,0,253,143,41,122,138,64
C8orf89,Exp,0,1,0,0,515,319,0,182,330,180
C9,Exp,0,0,0,0,683,3432,1,1113,2005,1355
C9orf106,Exp,3,0,0,1,30,48,7,16,140,14
C9orf116,Exp,148,90,2,4,515,237,25,63,195,71
C9orf129,Exp,31,0,19,6,17,14,5,12,103,17
C9orf131,Exp,0,0,1,0,691,1259,0,673,2183,962
C9orf135,Exp,0,16,0,0,184,209,0,122,345,82
C9orf139,Exp,3,0,0,0,89,95,0,14,278,54
C9orf147,Exp,22,20,10,23,138,104,14,52,161,142
C9orf152,Exp,789,14,106,875,778,364,1,39,243,95
C9orf153,Exp,7,3,3,2,51,39,1,117,177,36
C9orf16,Exp,2257,2302,1698,831,589,155,662,31,153,66
C9orf163,Exp,49,51,17,21,79,69,26,25,281,65
C9orf170,Exp,56,29,0,2,68,169,45,102,321,72
C9orf172,Exp,86,106,10,17,50,88,116,12,369,60
C9orf24,Exp,4,8,0,4,132,509,65,334,3307,241
C9orf3,Exp,2970,1969,290,203,964,653,293,680,1289,632
C9orf40,Exp,816,980,62,102,237,217,150,364,446,180
C9orf43,Exp,49,10,16,39,301,679,32,279,1082,381
C9orf47,Exp,33,19,0,12,341,329,47,254,629,168
C9orf50,Exp,0,6,0,2,330,145,29,38,465,70
C9orf57,Exp,1,0,0,0,85,89,0,131,276,59
C9orf62,Exp,0,0,0,0,18,32,0,8,186,19
C9orf64,Exp,1157,471,127,211,1323,231,373,330,483,311
C9orf66,Exp,8,89,0,0,249,251,1,65,243,199
C9orf72,Exp,1077,450,67,85,1372,688,344,1192,1090,717
C9orf78,Exp,5653,2905,1052,1126,2994,1091,1039,878,809,568
C9orf84,Exp,0,31,4,0,1732,2724,0,1121,2688,742
C9orf85,Exp,1348,294,91,127,714,298,54,715,370,162
C9orf92,Exp,0,0,2,0,85,93,0,78,223,51
CA1,Exp,5,0,1,0,440,350,0,314,442,152
CA10,Exp,1,0,0,2,1451,2276,0,2213,2251,2227
CA11,Exp,1038,563,2,27,678,237,148,155,650,343
CA12,Exp,309,63,2774,221,671,1324,2613,85,899,456
CA13,Exp,726,103,25,51,3171,916,676,1276,811,400
CA14,Exp,1,0,4,0,245,431,9,343,1274,559
CA2,Exp,5797,31,140,2030,1816,1434,5162,843,660,486
CA3,Exp,150,6,34,88,453,193,725,238,418,157
CA4,Exp,0,0,0,0,368,344,0,168,664,499
CA5A,Exp,0,0,0,0,220,255,0,79,1024,97
CA5B,Exp,217,174,134,144,4467,1076,229,328,609,284
CA6,Exp,2,22,138,6377,134,332,9,261,753,513
CA7,Exp,0,0,0,2,152,138,0,74,731,176
CA8,Exp,647,42,33,2,2232,857,48,438,1284,1251
CA9,Exp,1509,4102,4554,266,1217,382,1188,287,1973,150
CAAP1,Exp,2239,1196,274,280,3763,803,301,2084,934,506
CAB39,Exp,4419,4667,1122,837,8318,977,644,2159,1399,1002
CAB39L,Exp,1617,1115,68,579,2743,557,457,1623,953,352
CABIN1,Exp,2867,1856,2571,2893,11978,841,5459,1931,4096,3535
CABLES1,Exp,3956,1024,654,2030,3981,823,534,566,1651,952
CABLES2,Exp,1127,836,475,314,649,210,1164,288,1002,674
CABP1,Exp,0,2,23,1,185,587,103,333,616,498
CABP2,Exp,0,0,0,0,247,160,0,80,318,202
CABP4,Exp,17,114,3,13,257,160,0,72,249,146
CABP5,Exp,0,0,0,0,119,460,0,222,601,338
CABP7,Exp,9,58,572,3,274,52,94,82,606,949
CABS1,Exp,0,0,0,0,142,268,0,178,437,110
CABYR,Exp,302,261,112,186,2128,287,187,1074,1493,832
CACFD1,Exp,883,761,85,347,462,231,731,62,414,100
CACHD1,Exp,1407,194,527,608,818,1721,2493,868,2772,3697
CACNA1A,Exp,399,6,28,231,1503,2849,1836,1662,6096,10674
CACNA1B,Exp,23,24,14,78,805,1120,254,397,3817,464
CACNA1C,Exp,162,11,142,95,1515,1449,1691,1769,4887,5944
CACNA1D,Exp,188,35,13,43,986,2455,811,824,5922,2471
CACNA1E,Exp,11,41,126,0,2523,3629,1,1931,9244,5590
CACNA1F,Exp,14,0,1,18,1020,2118,3,1300,2901,4052
CACNA1G,Exp,3,4,1,0,664,781,92,663,4234,1499
CACNA1H,Exp,0,2,0,2,347,521,58,245,2919,2872
CACNA1I,Exp,56,220,154,18,183,292,401,380,3087,700
CACNA1S,Exp,2,0,1,0,754,542,0,493,4842,1328
CACNA2D1,Exp,158,4,192,0,1276,1903,2,1941,3552,38929
CACNA2D2,Exp,45,3,8,9,1897,422,465,176,2575,1350
CACNA2D3,Exp,42,7,131,15,939,2703,63,1045,4653,1310
CACNA2D4,Exp,50,15,12,4,982,890,31,947,2840,820
CACNB1,Exp,406,263,117,72,1230,365,1306,505,1259,567
CACNB2,Exp,250,34,182,55,2767,997,0,1327,3190,2112
CACNB3,Exp,2036,1285,427,428,3873,682,650,1100,1094,1257
CACNB4,Exp,18,2,190,5,563,788,79,629,1590,737
CACNG1,Exp,16,0,0,0,58,75,0,65,586,154
CACNG2,Exp,0,0,0,0,451,722,1,611,896,1209
CACNG3,Exp,0,0,0,0,158,453,0,202,1194,616
CACNG4,Exp,4300,579,2,11,1579,392,278,128,905,968
CACNG5,Exp,0,0,0,21,89,147,0,117,480,362
CACNG6,Exp,0,0,0,0,35,38,0,23,309,89
CACNG7,Exp,0,0,0,0,172,224,16,126,598,207
CACNG8,Exp,1,0,0,1,68,112,0,94,458,154
CACTIN,Exp,1001,1197,812,683,1424,276,1088,199,1531,728
CACUL1,Exp,5221,5327,1557,573,7342,1189,1837,1249,2144,1045
CACYBP,Exp,4256,6184,1408,1088,12024,2038,2485,5883,2445,3529
CAD,Exp,2505,2596,5067,2706,5522,1622,4752,2134,6231,3932
CADM1,Exp,50,1415,1117,2319,6492,970,7536,2549,1093,2143
CADM2,Exp,9,5,0,37,366,496,1,716,1822,1650
CADM3,Exp,0,4077,0,0,420,753,0,565,1720,949
CADM4,Exp,1983,564,118,558,1497,395,1373,388,746,423
CADPS,Exp,28,2,0,0,1016,1776,764,712,3528,5213
CADPS2,Exp,2746,220,301,629,7051,5224,8,2889,2990,2010
CAGE1,Exp,10,2,6,3,589,587,2,541,1706,543
CALB1,Exp,0,0,0,1,493,239,4,216,331,159
CALB2,Exp,4,7513,12,1076,1296,3559,751,1899,1722,1946
CALCA,Exp,0,2,1,0,108,289,17,128,504,1226
CALCB,Exp,10,61,2,6,125,49,21,38,197,69
CALCOCO1,Exp,1547,511,321,775,5475,1852,630,3562,1780,2603
CALCOCO2,Exp,3211,2481,670,752,2067,1073,1750,776,1212,3361
CALCR,Exp,0,0,0,3,706,568,1,348,1281,471
CALCRL,Exp,344,0,1,1,411,271,25,491,1158,258
CALD1,Exp,26169,4309,5171,293,6376,1031,8904,27966,2267,2585
CALHM1,Exp,1,1,0,1,46,30,0,34,346,58
CALHM2,Exp,433,3,50,30,436,142,289,221,485,79
CALHM3,Exp,2,15,0,0,90,102,3,49,436,59
CALM1,Exp,13491,14175,1866,5529,60672,10314,4063,3568,5461,3903
CALM2,Exp,32353,28279,5474,4680,53247,4818,11496,18093,3201,7081
